,Location,Month_Date,SPEI_3_PM
1496,Thuận Bắc District,01-08-2015,-0.610744841
1497,Thuận Bắc District,01-09-2015,-0.816522083
1498,Thuận Bắc District,01-10-2015,-1.028163991
1499,Thuận Bắc District,01-11-2015,-0.043120612
1500,Thuận Bắc District,01-12-2015,0.492878861
1501,Thuận Bắc District,01-01-2016,0.968338694
1502,Thuận Bắc District,01-02-2016,0.680684047
1503,Thuận Bắc District,01-03-2016,-0.293754027
1504,Thuận Bắc District,01-04-2016,-0.664281005
1505,Thuận Bắc District,01-05-2016,0.342750684
1506,Thuận Bắc District,01-06-2016,1.25047035
1507,Thuận Bắc District,01-07-2016,1.401002141
1508,Thuận Bắc District,01-08-2016,1.375664955
1509,Thuận Bắc District,01-09-2016,1.009114711
1510,Thuận Bắc District,01-10-2016,0.998267448
1511,Thuận Bắc District,01-11-2016,0.946332052
1512,Thuận Bắc District,01-12-2016,1.88228089
1513,Thuận Bắc District,01-01-2017,2.24332962
1514,Thuận Bắc District,01-02-2017,2.466427543
1515,Thuận Bắc District,01-03-2017,1.883867701
1516,Thuận Bắc District,01-04-2017,1.274968021
1517,Thuận Bắc District,01-05-2017,1.541390803
1518,Thuận Bắc District,01-06-2017,1.588441114
1519,Thuận Bắc District,01-07-2017,1.632325636
1520,Thuận Bắc District,01-08-2017,1.490123502
1521,Thuận Bắc District,01-09-2017,1.071737427
1522,Thuận Bắc District,01-10-2017,0.779818327
1523,Thuận Bắc District,01-11-2017,0.684174567
1524,Thuận Bắc District,01-12-2017,0.807102906
1525,Thuận Bắc District,01-01-2018,0.652032215
1526,Thuận Bắc District,01-02-2018,0.413710996
1527,Thuận Bắc District,01-03-2018,0.504157586
1528,Thuận Bắc District,01-04-2018,0.750936857
1529,Thuận Bắc District,01-05-2018,0.442731231
1530,Thuận Bắc District,01-06-2018,0.847356636
1531,Thuận Bắc District,01-07-2018,1.117693526
1532,Thuận Bắc District,01-08-2018,1.461722379
1533,Thuận Bắc District,01-09-2018,1.524601348
1534,Thuận Bắc District,01-10-2018,1.167726766
1535,Thuận Bắc District,01-11-2018,1.205630492
1536,Thuận Bắc District,01-12-2018,0.903511905
1537,Thuận Bắc District,01-01-2019,1.310812689
1538,Thuận Bắc District,01-02-2019,1.105718895
1539,Thuận Bắc District,01-03-2019,1.290339124
1540,Thuận Bắc District,01-04-2019,0.615233768
1541,Thuận Bắc District,01-05-2019,0.821153443
1542,Thuận Bắc District,01-06-2019,0.855077571
1543,Thuận Bắc District,01-07-2019,0.902722675
1544,Thuận Bắc District,01-08-2019,1.43207696
1545,Thuận Bắc District,01-09-2019,1.890758713
1546,Thuận Bắc District,01-10-2019,1.64428907
1547,Thuận Bắc District,01-11-2019,1.137381439
1548,Thuận Bắc District,01-12-2019,0.039577138
1549,Thuận Bắc District,01-01-2020,0.202509893
1550,Thuận Bắc District,01-02-2020,-0.611542673
1551,Thuận Bắc District,01-03-2020,-0.200246477
1552,Thuận Bắc District,01-04-2020,0.122719062
1553,Thuận Bắc District,01-05-2020,-0.380766351
1554,Thuận Bắc District,01-06-2020,0.180681953
1555,Thuận Bắc District,01-07-2020,0.572483423
1556,Thuận Bắc District,01-08-2020,1.37277655
1557,Thuận Bắc District,01-09-2020,1.151336935
1558,Thuận Bắc District,01-10-2020,1.510414451
1559,Thuận Bắc District,01-11-2020,1.276352454
1560,Thuận Bắc District,01-12-2020,1.218658723
1561,Thuận Bắc District,01-01-2021,0.829547839
1562,Thuận Bắc District,01-02-2021,0.363933833
1563,Thuận Bắc District,01-03-2021,0.148937809
1564,Thuận Bắc District,01-04-2021,1.365860589
1565,Thuận Bắc District,01-05-2021,1.515739877
1566,Thuận Bắc District,01-06-2021,1.556420697
1567,Thuận Bắc District,01-07-2021,1.153128496
1568,Thuận Bắc District,01-08-2021,1.04037767
1569,Thuận Bắc District,01-09-2021,1.204660423
1570,Thuận Bắc District,01-10-2021,1.945309809
1571,Thuận Bắc District,01-11-2021,1.987803581
1572,Thuận Bắc District,01-12-2021,1.651250037
1573,Thuận Bắc District,01-01-2022,1.049614508
1574,Thuận Bắc District,01-02-2022,0.26832122
1575,Thuận Bắc District,01-03-2022,1.854493362
1576,Thuận Bắc District,01-04-2022,2.041406029
1577,Thuận Bắc District,01-05-2022,2.020366745
1578,Thuận Bắc District,01-06-2022,1.433973376
1579,Thuận Bắc District,01-07-2022,1.328692308
1580,Thuận Bắc District,01-08-2022,1.611933238
1581,Thuận Bắc District,01-09-2022,1.583133114
1582,Thuận Bắc District,01-10-2022,1.439566076
1583,Thuận Bắc District,01-11-2022,0.703514587
1584,Thuận Bắc District,01-12-2022,0.994268139
1585,Thuận Bắc District,01-01-2023,1.227873569
1586,Thuận Bắc District,01-02-2023,1.693213447
1587,Thuận Bắc District,01-03-2023,1.4209055
1588,Thuận Bắc District,01-04-2023,0.356967031
1589,Thuận Bắc District,01-05-2023,0.819684586
1590,Thuận Bắc District,01-06-2023,1.227585409
1591,Thuận Bắc District,01-07-2023,1.699073342
1592,Thuận Bắc District,01-08-2023,1.558459149
1593,Thuận Bắc District,01-09-2023,1.559638892
1594,Thuận Bắc District,01-10-2023,0.900052797
1595,Thuận Bắc District,01-11-2023,0.519581247
1596,Thuận Bắc District,01-12-2023,0.087131827
1597,Thuận Bắc District,01-01-2024,0.197009393
1598,Thuận Bắc District,01-02-2024,0.537779686
1599,Thuận Bắc District,01-03-2024,0.455296212
1600,Thuận Bắc District,01-04-2024,0.007952343
1601,Thuận Bắc District,01-05-2024,0.72587905
1602,Thuận Bắc District,01-06-2024,1.267851684
1603,Thuận Bắc District,01-07-2024,1.960452448
1604,Thuận Bắc District,01-08-2024,1.905533136
1605,Thuận Bắc District,01-09-2024,1.703733509
1606,Thuận Bắc District,01-10-2024,0.716570352
1607,Thuận Bắc District,01-11-2024,-0.031604332
1608,Thuận Bắc District,01-12-2024,-0.012399243
1609,Thuận Bắc District,01-01-2025,0.205486645
1610,Thuận Bắc District,01-02-2025,1.278482414
1611,Thuận Bắc District,01-03-2025,1.333556707
1612,Thuận Bắc District,01-04-2025,1.183759185
1613,Thuận Bắc District,01-05-2025,1.432672773
1614,Thuận Bắc District,01-06-2025,1.71793397
1615,Thuận Bắc District,01-07-2025,1.559342019
1616,Thuận Bắc District,01-08-2025,1.127581126
1617,Thuận Bắc District,01-09-2025,1.376657248
1618,Thuận Bắc District,01-10-2025,1.75063819
1619,Thuận Bắc District,01-11-2025,1.990367274
1620,Thuận Bắc District,01-12-2025,1.507918954
