,Location,Month_Date,SPEI_3_PM
990,Phan Rang-Tháp Chàm,01-06-2018,0.441037908
991,Phan Rang-Tháp Chàm,01-07-2018,0.788844787
992,Phan Rang-Tháp Chàm,01-08-2018,1.33855301
993,Phan Rang-Tháp Chàm,01-09-2018,1.647004022
994,Phan Rang-Tháp Chàm,01-10-2018,1.341574861
995,Phan Rang-Tháp Chàm,01-11-2018,1.431892022
996,Phan Rang-Tháp Chàm,01-12-2018,1.016553266
997,Phan Rang-Tháp Chàm,01-01-2019,1.447654784
998,Phan Rang-Tháp Chàm,01-02-2019,1.190740663
999,Phan Rang-Tháp Chàm,01-03-2019,1.430751466
1000,Phan Rang-Tháp Chàm,01-04-2019,0.80321596
1001,Phan Rang-Tháp Chàm,01-05-2019,0.559090983
1002,Phan Rang-Tháp Chàm,01-06-2019,0.539845261
1003,Phan Rang-Tháp Chàm,01-07-2019,0.534768398
1004,Phan Rang-Tháp Chàm,01-08-2019,1.411408372
1005,Phan Rang-Tháp Chàm,01-09-2019,1.936677271
1006,Phan Rang-Tháp Chàm,01-10-2019,1.547051359
1007,Phan Rang-Tháp Chàm,01-11-2019,0.916306666
1008,Phan Rang-Tháp Chàm,01-12-2019,-0.166201654
1009,Phan Rang-Tháp Chàm,01-01-2020,0.137005145
1010,Phan Rang-Tháp Chàm,01-02-2020,-0.524291722
1011,Phan Rang-Tháp Chàm,01-03-2020,-0.240557854
1012,Phan Rang-Tháp Chàm,01-04-2020,-0.255783015
1013,Phan Rang-Tháp Chàm,01-05-2020,-0.751963578
1014,Phan Rang-Tháp Chàm,01-06-2020,-0.050654881
1015,Phan Rang-Tháp Chàm,01-07-2020,0.394855342
1016,Phan Rang-Tháp Chàm,01-08-2020,1.404265594
1017,Phan Rang-Tháp Chàm,01-09-2020,1.037234825
1018,Phan Rang-Tháp Chàm,01-10-2020,1.500352489
1019,Phan Rang-Tháp Chàm,01-11-2020,1.222332626
1020,Phan Rang-Tháp Chàm,01-12-2020,1.215864308
1021,Phan Rang-Tháp Chàm,01-01-2021,0.855134794
1022,Phan Rang-Tháp Chàm,01-02-2021,0.540590023
1023,Phan Rang-Tháp Chàm,01-03-2021,0.173839912
1024,Phan Rang-Tháp Chàm,01-04-2021,1.408696526
1025,Phan Rang-Tháp Chàm,01-05-2021,1.620548517
1026,Phan Rang-Tháp Chàm,01-06-2021,1.689293191
1027,Phan Rang-Tháp Chàm,01-07-2021,1.142210835
1028,Phan Rang-Tháp Chàm,01-08-2021,0.817811771
1029,Phan Rang-Tháp Chàm,01-09-2021,0.977070527
1030,Phan Rang-Tháp Chàm,01-10-2021,1.776806059
1031,Phan Rang-Tháp Chàm,01-11-2021,1.839418577
1032,Phan Rang-Tháp Chàm,01-12-2021,1.534216978
1033,Phan Rang-Tháp Chàm,01-01-2022,1.062055391
1034,Phan Rang-Tháp Chàm,01-02-2022,0.340243491
1035,Phan Rang-Tháp Chàm,01-03-2022,1.865216098
1036,Phan Rang-Tháp Chàm,01-04-2022,1.95525663
1037,Phan Rang-Tháp Chàm,01-05-2022,1.939349078
1038,Phan Rang-Tháp Chàm,01-06-2022,1.296765231
1039,Phan Rang-Tháp Chàm,01-07-2022,1.045121123
1040,Phan Rang-Tháp Chàm,01-08-2022,1.406727998
1041,Phan Rang-Tháp Chàm,01-09-2022,1.445271884
1042,Phan Rang-Tháp Chàm,01-10-2022,1.461195412
1043,Phan Rang-Tháp Chàm,01-11-2022,0.797795288
1044,Phan Rang-Tháp Chàm,01-12-2022,1.040439497
1045,Phan Rang-Tháp Chàm,01-01-2023,1.293454744
1046,Phan Rang-Tháp Chàm,01-02-2023,1.681764794
1047,Phan Rang-Tháp Chàm,01-03-2023,1.438406952
1048,Phan Rang-Tháp Chàm,01-04-2023,0.285150749
1049,Phan Rang-Tháp Chàm,01-05-2023,0.53807658
1050,Phan Rang-Tháp Chàm,01-06-2023,1.063848564
1051,Phan Rang-Tháp Chàm,01-07-2023,1.673224793
1052,Phan Rang-Tháp Chàm,01-08-2023,1.549822787
1053,Phan Rang-Tháp Chàm,01-09-2023,1.485796718
1054,Phan Rang-Tháp Chàm,01-10-2023,0.787576135
1055,Phan Rang-Tháp Chàm,01-11-2023,0.529945196
1056,Phan Rang-Tháp Chàm,01-12-2023,0.122724685
1057,Phan Rang-Tháp Chàm,01-01-2024,0.29419785
1058,Phan Rang-Tháp Chàm,01-02-2024,0.5424802
1059,Phan Rang-Tháp Chàm,01-03-2024,0.433794402
1060,Phan Rang-Tháp Chàm,01-04-2024,-0.039785413
1061,Phan Rang-Tháp Chàm,01-05-2024,0.365296026
1062,Phan Rang-Tháp Chàm,01-06-2024,0.973431122
1063,Phan Rang-Tháp Chàm,01-07-2024,2.227310109
1064,Phan Rang-Tháp Chàm,01-08-2024,2.325986455
1065,Phan Rang-Tháp Chàm,01-09-2024,1.937925925
1066,Phan Rang-Tháp Chàm,01-10-2024,0.777765169
1067,Phan Rang-Tháp Chàm,01-11-2024,0.075521023
1068,Phan Rang-Tháp Chàm,01-12-2024,0.193577526
1069,Phan Rang-Tháp Chàm,01-01-2025,0.447133848
1070,Phan Rang-Tháp Chàm,01-02-2025,1.376475223
1071,Phan Rang-Tháp Chàm,01-03-2025,1.238116572
1072,Phan Rang-Tháp Chàm,01-04-2025,1.112368668
1073,Phan Rang-Tháp Chàm,01-05-2025,1.237446613
1074,Phan Rang-Tháp Chàm,01-06-2025,1.636947068
1075,Phan Rang-Tháp Chàm,01-07-2025,1.61325005
1076,Phan Rang-Tháp Chàm,01-08-2025,1.076169793
1077,Phan Rang-Tháp Chàm,01-09-2025,1.266778996
1078,Phan Rang-Tháp Chàm,01-10-2025,1.877011119
1079,Phan Rang-Tháp Chàm,01-11-2025,1.981590464
1080,Phan Rang-Tháp Chàm,01-12-2025,1.565834005
1081,Thuận Bắc District,01-01-1981,-0.609080407
1082,Thuận Bắc District,01-02-1981,-0.609080407
1083,Thuận Bắc District,01-03-1981,-1.148062937
1084,Thuận Bắc District,01-04-1981,-0.873329817
1085,Thuận Bắc District,01-05-1981,-0.863974714
1086,Thuận Bắc District,01-06-1981,-0.320229015
1087,Thuận Bắc District,01-07-1981,-0.17329077
1088,Thuận Bắc District,01-08-1981,-0.099813365
1089,Thuận Bắc District,01-09-1981,-0.678486926
1090,Thuận Bắc District,01-10-1981,-0.849814169
1091,Thuận Bắc District,01-11-1981,-0.564990672
1092,Thuận Bắc District,01-12-1981,-0.51881169
1093,Thuận Bắc District,01-01-1982,-0.38633727
1094,Thuận Bắc District,01-02-1982,-0.728107589
1095,Thuận Bắc District,01-03-1982,-0.706506888
1096,Thuận Bắc District,01-04-1982,-0.996438267
1097,Thuận Bắc District,01-05-1982,-1.423165659
1098,Thuận Bắc District,01-06-1982,-1.596840941
1099,Thuận Bắc District,01-07-1982,-1.67801624
1100,Thuận Bắc District,01-08-1982,-1.848219212
1101,Thuận Bắc District,01-09-1982,-1.45437003
1102,Thuận Bắc District,01-10-1982,-1.65200951
1103,Thuận Bắc District,01-11-1982,-1.600446969
1104,Thuận Bắc District,01-12-1982,-1.722427957
1105,Thuận Bắc District,01-01-1983,-1.58660925
1106,Thuận Bắc District,01-02-1983,-1.701537833
1107,Thuận Bắc District,01-03-1983,-1.595507888
1108,Thuận Bắc District,01-04-1983,-1.626523895
1109,Thuận Bắc District,01-05-1983,-1.617832612
1110,Thuận Bắc District,01-06-1983,-1.393393472
1111,Thuận Bắc District,01-07-1983,-1.243491638
1112,Thuận Bắc District,01-08-1983,-0.822229567
1113,Thuận Bắc District,01-09-1983,-0.856903533
1114,Thuận Bắc District,01-10-1983,-0.875677122
1115,Thuận Bắc District,01-11-1983,-1.217684687
1116,Thuận Bắc District,01-12-1983,-1.27535482
1117,Thuận Bắc District,01-01-1984,-1.446138648
1118,Thuận Bắc District,01-02-1984,-1.242459037
1119,Thuận Bắc District,01-03-1984,-1.143784269
1120,Thuận Bắc District,01-04-1984,-1.203585033
1121,Thuận Bắc District,01-05-1984,-1.296461918
1122,Thuận Bắc District,01-06-1984,-1.389602179
1123,Thuận Bắc District,01-07-1984,-1.368930476
1124,Thuận Bắc District,01-08-1984,-1.434925496
1125,Thuận Bắc District,01-09-1984,-1.329137161
1126,Thuận Bắc District,01-10-1984,-1.188604523
1127,Thuận Bắc District,01-11-1984,-1.297676007
1128,Thuận Bắc District,01-12-1984,-1.274345826
1129,Thuận Bắc District,01-01-1985,-1.430264087
1130,Thuận Bắc District,01-02-1985,-1.274232943
1131,Thuận Bắc District,01-03-1985,-1.21016742
1132,Thuận Bắc District,01-04-1985,-0.778660887
1133,Thuận Bắc District,01-05-1985,-1.050472007
1134,Thuận Bắc District,01-06-1985,-1.018077392
1135,Thuận Bắc District,01-07-1985,-1.311595008
1136,Thuận Bắc District,01-08-1985,-1.421333571
1137,Thuận Bắc District,01-09-1985,-1.433030143
1138,Thuận Bắc District,01-10-1985,-1.514452695
1139,Thuận Bắc District,01-11-1985,-1.431439138
1140,Thuận Bắc District,01-12-1985,-1.354591144
1141,Thuận Bắc District,01-01-1986,-1.128238504
1142,Thuận Bắc District,01-02-1986,-1.070764018
1143,Thuận Bắc District,01-03-1986,-1.379244896
1144,Thuận Bắc District,01-04-1986,-1.366029311
1145,Thuận Bắc District,01-05-1986,-1.282081775
1146,Thuận Bắc District,01-06-1986,-1.340745313
1147,Thuận Bắc District,01-07-1986,-1.188504381
1148,Thuận Bắc District,01-08-1986,-1.103939657
1149,Thuận Bắc District,01-09-1986,-0.912297475
1150,Thuận Bắc District,01-10-1986,-1.253677121
1151,Thuận Bắc District,01-11-1986,-1.337818247
1152,Thuận Bắc District,01-12-1986,-1.296720632
1153,Thuận Bắc District,01-01-1987,-1.168226024
1154,Thuận Bắc District,01-02-1987,-1.077054776
1155,Thuận Bắc District,01-03-1987,-1.509019355
1156,Thuận Bắc District,01-04-1987,-1.444847359
1157,Thuận Bắc District,01-05-1987,-1.593766857
1158,Thuận Bắc District,01-06-1987,-1.585671213
1159,Thuận Bắc District,01-07-1987,-1.65130204
1160,Thuận Bắc District,01-08-1987,-1.617756127
1161,Thuận Bắc District,01-09-1987,-1.79166232
1162,Thuận Bắc District,01-10-1987,-1.878162993
1163,Thuận Bắc District,01-11-1987,-1.931870207
1164,Thuận Bắc District,01-12-1987,-1.796221248
1165,Thuận Bắc District,01-01-1988,-1.656785659
1166,Thuận Bắc District,01-02-1988,-1.650298987
1167,Thuận Bắc District,01-03-1988,-1.606156581
1168,Thuận Bắc District,01-04-1988,-1.426607038
1169,Thuận Bắc District,01-05-1988,-1.516269695
1170,Thuận Bắc District,01-06-1988,-1.585362296
1171,Thuận Bắc District,01-07-1988,-1.699977041
1172,Thuận Bắc District,01-08-1988,-1.841833248
1173,Thuận Bắc District,01-09-1988,-1.926559387
1174,Thuận Bắc District,01-10-1988,-1.524168025
1175,Thuận Bắc District,01-11-1988,-1.171924228
1176,Thuận Bắc District,01-12-1988,-0.940520919
1177,Thuận Bắc District,01-01-1989,-0.947556243
1178,Thuận Bắc District,01-02-1989,-1.329004994
1179,Thuận Bắc District,01-03-1989,-0.49008906
1180,Thuận Bắc District,01-04-1989,-0.425910405
1181,Thuận Bắc District,01-05-1989,-0.824920509
1182,Thuận Bắc District,01-06-1989,-1.149837984
1183,Thuận Bắc District,01-07-1989,-1.133465143
1184,Thuận Bắc District,01-08-1989,-1.173490472
1185,Thuận Bắc District,01-09-1989,-1.504345612
1186,Thuận Bắc District,01-10-1989,-1.302071216
1187,Thuận Bắc District,01-11-1989,-1.297000351
1188,Thuận Bắc District,01-12-1989,-1.152734132
1189,Thuận Bắc District,01-01-1990,-1.327154752
1190,Thuận Bắc District,01-02-1990,-1.532162747
1191,Thuận Bắc District,01-03-1990,-1.49212367
1192,Thuận Bắc District,01-04-1990,-1.124408516
1193,Thuận Bắc District,01-05-1990,-1.078485777
1194,Thuận Bắc District,01-06-1990,-0.851136241
1195,Thuận Bắc District,01-07-1990,-0.769733189
1196,Thuận Bắc District,01-08-1990,-0.246477385
1197,Thuận Bắc District,01-09-1990,-0.024128437
1198,Thuận Bắc District,01-10-1990,0.108780637
1199,Thuận Bắc District,01-11-1990,-0.047752473
1200,Thuận Bắc District,01-12-1990,-0.205443626
1201,Thuận Bắc District,01-01-1991,-0.289175771
1202,Thuận Bắc District,01-02-1991,-0.260364087
1203,Thuận Bắc District,01-03-1991,0.427853234
1204,Thuận Bắc District,01-04-1991,0.966629069
1205,Thuận Bắc District,01-05-1991,0.137937765
1206,Thuận Bắc District,01-06-1991,-0.19880588
1207,Thuận Bắc District,01-07-1991,-0.161516355
1208,Thuận Bắc District,01-08-1991,-0.039277994
1209,Thuận Bắc District,01-09-1991,-0.161525976
1210,Thuận Bắc District,01-10-1991,-0.3993192
1211,Thuận Bắc District,01-11-1991,-0.579247143
1212,Thuận Bắc District,01-12-1991,-0.689207958
1213,Thuận Bắc District,01-01-1992,-0.725654463
1214,Thuận Bắc District,01-02-1992,-0.195733501
1215,Thuận Bắc District,01-03-1992,-0.00349943
1216,Thuận Bắc District,01-04-1992,-0.791311287
1217,Thuận Bắc District,01-05-1992,-0.933717671
1218,Thuận Bắc District,01-06-1992,-0.369424125
1219,Thuận Bắc District,01-07-1992,-0.18157757
1220,Thuận Bắc District,01-08-1992,0.541354055
1221,Thuận Bắc District,01-09-1992,0.115953948
1222,Thuận Bắc District,01-10-1992,0.649197716
1223,Thuận Bắc District,01-11-1992,-0.06329109
1224,Thuận Bắc District,01-12-1992,-0.121470827
1225,Thuận Bắc District,01-01-1993,-0.843177414
1226,Thuận Bắc District,01-02-1993,-0.678768259
1227,Thuận Bắc District,01-03-1993,-0.438259844
1228,Thuận Bắc District,01-04-1993,-0.484439886
1229,Thuận Bắc District,01-05-1993,-0.436232862
1230,Thuận Bắc District,01-06-1993,-0.339397155
1231,Thuận Bắc District,01-07-1993,-0.208831073
1232,Thuận Bắc District,01-08-1993,-0.013476125
1233,Thuận Bắc District,01-09-1993,-0.332257177
1234,Thuận Bắc District,01-10-1993,0.107130405
1235,Thuận Bắc District,01-11-1993,0.147686866
1236,Thuận Bắc District,01-12-1993,0.560713031
1237,Thuận Bắc District,01-01-1994,0.427233452
1238,Thuận Bắc District,01-02-1994,0.581131876
1239,Thuận Bắc District,01-03-1994,0.087976607
1240,Thuận Bắc District,01-04-1994,-0.030457654
1241,Thuận Bắc District,01-05-1994,-0.095669578
1242,Thuận Bắc District,01-06-1994,1.047975578
1243,Thuận Bắc District,01-07-1994,1.072379023
1244,Thuận Bắc District,01-08-1994,0.97927795
1245,Thuận Bắc District,01-09-1994,0.256386346
1246,Thuận Bắc District,01-10-1994,0.357058357
1247,Thuận Bắc District,01-11-1994,0.067062424
1248,Thuận Bắc District,01-12-1994,0.038361568
1249,Thuận Bắc District,01-01-1995,-0.199178747
1250,Thuận Bắc District,01-02-1995,0.488509783
1251,Thuận Bắc District,01-03-1995,0.0863076
1252,Thuận Bắc District,01-04-1995,0.080343644
1253,Thuận Bắc District,01-05-1995,-0.114617321
1254,Thuận Bắc District,01-06-1995,-0.439467618
1255,Thuận Bắc District,01-07-1995,0.159364616
1256,Thuận Bắc District,01-08-1995,0.250130948
1257,Thuận Bắc District,01-09-1995,0.469979972
1258,Thuận Bắc District,01-10-1995,0.414163713
1259,Thuận Bắc District,01-11-1995,0.217407843
1260,Thuận Bắc District,01-12-1995,0.263669159
1261,Thuận Bắc District,01-01-1996,0.042266924
1262,Thuận Bắc District,01-02-1996,0.463699113
1263,Thuận Bắc District,01-03-1996,0.147460948
1264,Thuận Bắc District,01-04-1996,0.13969752
1265,Thuận Bắc District,01-05-1996,0.887503192
1266,Thuận Bắc District,01-06-1996,1.048504673
1267,Thuận Bắc District,01-07-1996,0.708792461
1268,Thuận Bắc District,01-08-1996,0.046406494
1269,Thuận Bắc District,01-09-1996,0.321143202
1270,Thuận Bắc District,01-10-1996,0.509897468
1271,Thuận Bắc District,01-11-1996,1.096697055
1272,Thuận Bắc District,01-12-1996,1.149613544
1273,Thuận Bắc District,01-01-1997,1.320725061
1274,Thuận Bắc District,01-02-1997,1.057850802
1275,Thuận Bắc District,01-03-1997,0.277869734
1276,Thuận Bắc District,01-04-1997,0.709585188
1277,Thuận Bắc District,01-05-1997,0.192373304
1278,Thuận Bắc District,01-06-1997,-0.036765927
1279,Thuận Bắc District,01-07-1997,-0.009004751
1280,Thuận Bắc District,01-08-1997,0.033811879
1281,Thuận Bắc District,01-09-1997,0.192383053
1282,Thuận Bắc District,01-10-1997,-0.399914469
1283,Thuận Bắc District,01-11-1997,-0.706465658
1284,Thuận Bắc District,01-12-1997,-0.910179273
1285,Thuận Bắc District,01-01-1998,-0.822246986
1286,Thuận Bắc District,01-02-1998,-0.604123227
1287,Thuận Bắc District,01-03-1998,-0.808352877
1288,Thuận Bắc District,01-04-1998,-0.994153826
1289,Thuận Bắc District,01-05-1998,-0.191261568
1290,Thuận Bắc District,01-06-1998,0.01354432
1291,Thuận Bắc District,01-07-1998,0.441973282
1292,Thuận Bắc District,01-08-1998,0.719676067
1293,Thuận Bắc District,01-09-1998,1.171126567
1294,Thuận Bắc District,01-10-1998,1.200018119
1295,Thuận Bắc District,01-11-1998,1.596466837
1296,Thuận Bắc District,01-12-1998,1.575462833
1297,Thuận Bắc District,01-01-1999,1.773160048
1298,Thuận Bắc District,01-02-1999,1.358215323
1299,Thuận Bắc District,01-03-1999,0.878470678
1300,Thuận Bắc District,01-04-1999,1.629326603
1301,Thuận Bắc District,01-05-1999,1.520217827
1302,Thuận Bắc District,01-06-1999,1.490849339
1303,Thuận Bắc District,01-07-1999,0.78277003
1304,Thuận Bắc District,01-08-1999,0.646499756
1305,Thuận Bắc District,01-09-1999,-0.028060718
1306,Thuận Bắc District,01-10-1999,0.023159669
1307,Thuận Bắc District,01-11-1999,0.283631673
1308,Thuận Bắc District,01-12-1999,0.961196653
1309,Thuận Bắc District,01-01-2000,1.201892335
1310,Thuận Bắc District,01-02-2000,1.334248102
1311,Thuận Bắc District,01-03-2000,1.041443603
1312,Thuận Bắc District,01-04-2000,0.876332558
1313,Thuận Bắc District,01-05-2000,0.903316961
1314,Thuận Bắc District,01-06-2000,0.779605207
1315,Thuận Bắc District,01-07-2000,0.438968653
1316,Thuận Bắc District,01-08-2000,-0.059004864
1317,Thuận Bắc District,01-09-2000,-0.259695202
1318,Thuận Bắc District,01-10-2000,0.508689003
1319,Thuận Bắc District,01-11-2000,0.704196758
1320,Thuận Bắc District,01-12-2000,0.992000843
1321,Thuận Bắc District,01-01-2001,0.788798369
1322,Thuận Bắc District,01-02-2001,0.932899252
1323,Thuận Bắc District,01-03-2001,1.514900532
1324,Thuận Bắc District,01-04-2001,1.28190419
1325,Thuận Bắc District,01-05-2001,0.926585235
1326,Thuận Bắc District,01-06-2001,-0.066419276
1327,Thuận Bắc District,01-07-2001,-0.488408641
1328,Thuận Bắc District,01-08-2001,-0.395152453
1329,Thuận Bắc District,01-09-2001,0.499740006
1330,Thuận Bắc District,01-10-2001,0.556475761
1331,Thuận Bắc District,01-11-2001,0.012159205
1332,Thuận Bắc District,01-12-2001,-0.595811784
1333,Thuận Bắc District,01-01-2002,-0.78855149
1334,Thuận Bắc District,01-02-2002,-0.389587719
1335,Thuận Bắc District,01-03-2002,-0.52856011
1336,Thuận Bắc District,01-04-2002,-0.275947366
1337,Thuận Bắc District,01-05-2002,-0.688161655
1338,Thuận Bắc District,01-06-2002,-0.718676974
1339,Thuận Bắc District,01-07-2002,-0.976698993
1340,Thuận Bắc District,01-08-2002,-0.765847308
1341,Thuận Bắc District,01-09-2002,-0.160191424
1342,Thuận Bắc District,01-10-2002,-0.175594396
1343,Thuận Bắc District,01-11-2002,0.318118873
1344,Thuận Bắc District,01-12-2002,0.10084853
1345,Thuận Bắc District,01-01-2003,0.457518149
1346,Thuận Bắc District,01-02-2003,-0.071650397
1347,Thuận Bắc District,01-03-2003,-0.337594847
1348,Thuận Bắc District,01-04-2003,-0.604607129
1349,Thuận Bắc District,01-05-2003,0.363500741
1350,Thuận Bắc District,01-06-2003,0.086276009
1351,Thuận Bắc District,01-07-2003,0.294004122
1352,Thuận Bắc District,01-08-2003,-0.593327012
1353,Thuận Bắc District,01-09-2003,-0.767343417
1354,Thuận Bắc District,01-10-2003,-0.318387795
1355,Thuận Bắc District,01-11-2003,0.010873905
1356,Thuận Bắc District,01-12-2003,0.23989266
1357,Thuận Bắc District,01-01-2004,-0.043285284
1358,Thuận Bắc District,01-02-2004,-0.296581615
1359,Thuận Bắc District,01-03-2004,-0.802419562
1360,Thuận Bắc District,01-04-2004,-0.889863873
1361,Thuận Bắc District,01-05-2004,0.133378469
1362,Thuận Bắc District,01-06-2004,0.505246826
1363,Thuận Bắc District,01-07-2004,0.459995543
1364,Thuận Bắc District,01-08-2004,-0.015584871
1365,Thuận Bắc District,01-09-2004,-0.739093893
1366,Thuận Bắc District,01-10-2004,-1.063982683
1367,Thuận Bắc District,01-11-2004,-1.301434229
1368,Thuận Bắc District,01-12-2004,-1.228513026
1369,Thuận Bắc District,01-01-2005,-1.2616108
1370,Thuận Bắc District,01-02-2005,-1.23591751
1371,Thuận Bắc District,01-03-2005,-0.929182084
1372,Thuận Bắc District,01-04-2005,-0.884879676
1373,Thuận Bắc District,01-05-2005,-0.937865313
1374,Thuận Bắc District,01-06-2005,-1.118814254
1375,Thuận Bắc District,01-07-2005,-0.897650078
1376,Thuận Bắc District,01-08-2005,-0.937492755
1377,Thuận Bắc District,01-09-2005,-0.447588346
1378,Thuận Bắc District,01-10-2005,0.007621351
1379,Thuận Bắc District,01-11-2005,0.187088411
1380,Thuận Bắc District,01-12-2005,0.643154304
1381,Thuận Bắc District,01-01-2006,0.601730679
1382,Thuận Bắc District,01-02-2006,1.172474232
1383,Thuận Bắc District,01-03-2006,1.074740718
1384,Thuận Bắc District,01-04-2006,1.084011122
1385,Thuận Bắc District,01-05-2006,0.269121628
1386,Thuận Bắc District,01-06-2006,-0.493046421
1387,Thuận Bắc District,01-07-2006,-0.647232723
1388,Thuận Bắc District,01-08-2006,-0.534093488
1389,Thuận Bắc District,01-09-2006,-0.614557202
1390,Thuận Bắc District,01-10-2006,-0.859338393
1391,Thuận Bắc District,01-11-2006,-1.147065844
1392,Thuận Bắc District,01-12-2006,-0.968740921
1393,Thuận Bắc District,01-01-2007,-0.832043399
1394,Thuận Bắc District,01-02-2007,-0.293699669
1395,Thuận Bắc District,01-03-2007,-0.455742612
1396,Thuận Bắc District,01-04-2007,-0.391181691
1397,Thuận Bắc District,01-05-2007,0.292342612
1398,Thuận Bắc District,01-06-2007,0.10313552
1399,Thuận Bắc District,01-07-2007,-0.011060921
1400,Thuận Bắc District,01-08-2007,-0.301789695
1401,Thuận Bắc District,01-09-2007,-0.299425731
1402,Thuận Bắc District,01-10-2007,0.111159179
1403,Thuận Bắc District,01-11-2007,0.51826246
1404,Thuận Bắc District,01-12-2007,0.34957549
1405,Thuận Bắc District,01-01-2008,0.488638278
1406,Thuận Bắc District,01-02-2008,0.084406174
1407,Thuận Bắc District,01-03-2008,1.058692167
1408,Thuận Bắc District,01-04-2008,0.988600343
1409,Thuận Bắc District,01-05-2008,0.690999915
1410,Thuận Bắc District,01-06-2008,0.318723021
1411,Thuận Bắc District,01-07-2008,-0.085652675
1412,Thuận Bắc District,01-08-2008,-0.323678666
1413,Thuận Bắc District,01-09-2008,0.206038995
1414,Thuận Bắc District,01-10-2008,0.03422804
1415,Thuận Bắc District,01-11-2008,0.575157089
1416,Thuận Bắc District,01-12-2008,0.664112617
1417,Thuận Bắc District,01-01-2009,1.047449544
1418,Thuận Bắc District,01-02-2009,0.942747951
1419,Thuận Bắc District,01-03-2009,0.645636962
1420,Thuận Bắc District,01-04-2009,1.503401174
1421,Thuận Bắc District,01-05-2009,1.500445375
1422,Thuận Bắc District,01-06-2009,1.077043426
1423,Thuận Bắc District,01-07-2009,0.285606318
1424,Thuận Bắc District,01-08-2009,-0.368405447
1425,Thuận Bắc District,01-09-2009,-0.124999752
1426,Thuận Bắc District,01-10-2009,-0.45038547
1427,Thuận Bắc District,01-11-2009,-0.258383876
1428,Thuận Bắc District,01-12-2009,-0.518403457
1429,Thuận Bắc District,01-01-2010,-0.02278116
1430,Thuận Bắc District,01-02-2010,-0.076379623
1431,Thuận Bắc District,01-03-2010,0.439840132
1432,Thuận Bắc District,01-04-2010,-0.011052385
1433,Thuận Bắc District,01-05-2010,-0.559867799
1434,Thuận Bắc District,01-06-2010,-0.792303006
1435,Thuận Bắc District,01-07-2010,-0.924068206
1436,Thuận Bắc District,01-08-2010,-0.706948696
1437,Thuận Bắc District,01-09-2010,-0.645171162
1438,Thuận Bắc District,01-10-2010,0.79588149
1439,Thuận Bắc District,01-11-2010,1.533924209
1440,Thuận Bắc District,01-12-2010,1.617769343
1441,Thuận Bắc District,01-01-2011,1.23009605
1442,Thuận Bắc District,01-02-2011,0.200554538
1443,Thuận Bắc District,01-03-2011,0.803366149
1444,Thuận Bắc District,01-04-2011,0.653746703
1445,Thuận Bắc District,01-05-2011,0.818872183
1446,Thuận Bắc District,01-06-2011,0.164151929
1447,Thuận Bắc District,01-07-2011,0.334292297
1448,Thuận Bắc District,01-08-2011,0.119038162
1449,Thuận Bắc District,01-09-2011,0.134687487
1450,Thuận Bắc District,01-10-2011,-0.047421582
1451,Thuận Bắc District,01-11-2011,-0.269704476
1452,Thuận Bắc District,01-12-2011,-0.209929173
1453,Thuận Bắc District,01-01-2012,-0.101668892
1454,Thuận Bắc District,01-02-2012,0.362900378
1455,Thuận Bắc District,01-03-2012,1.305966303
1456,Thuận Bắc District,01-04-2012,1.592244719
1457,Thuận Bắc District,01-05-2012,1.010235524
1458,Thuận Bắc District,01-06-2012,0.21882042
1459,Thuận Bắc District,01-07-2012,0.050553233
1460,Thuận Bắc District,01-08-2012,-0.125453336
1461,Thuận Bắc District,01-09-2012,0.684149807
1462,Thuận Bắc District,01-10-2012,-0.167230964
1463,Thuận Bắc District,01-11-2012,-0.041150856
1464,Thuận Bắc District,01-12-2012,-0.720424751
1465,Thuận Bắc District,01-01-2013,-0.338836334
1466,Thuận Bắc District,01-02-2013,-0.133272648
1467,Thuận Bắc District,01-03-2013,0.315342559
1468,Thuận Bắc District,01-04-2013,0.179020315
1469,Thuận Bắc District,01-05-2013,-0.675580316
1470,Thuận Bắc District,01-06-2013,-0.20507521
1471,Thuận Bắc District,01-07-2013,-0.182762219
1472,Thuận Bắc District,01-08-2013,0.229399402
1473,Thuận Bắc District,01-09-2013,0.058684187
1474,Thuận Bắc District,01-10-2013,-0.297930203
1475,Thuận Bắc District,01-11-2013,-0.07303528
1476,Thuận Bắc District,01-12-2013,-0.365954512
1477,Thuận Bắc District,01-01-2014,-0.196985144
1478,Thuận Bắc District,01-02-2014,-0.940685836
1479,Thuận Bắc District,01-03-2014,-0.834400728
1480,Thuận Bắc District,01-04-2014,-0.754833809
1481,Thuận Bắc District,01-05-2014,-0.868537935
1482,Thuận Bắc District,01-06-2014,-0.948786161
1483,Thuận Bắc District,01-07-2014,-0.602072231
1484,Thuận Bắc District,01-08-2014,-0.19591532
1485,Thuận Bắc District,01-09-2014,-0.471506849
1486,Thuận Bắc District,01-10-2014,-0.852388733
1487,Thuận Bắc District,01-11-2014,-1.084898663
1488,Thuận Bắc District,01-12-2014,-0.550343652
1489,Thuận Bắc District,01-01-2015,-0.331153214
1490,Thuận Bắc District,01-02-2015,0.189824626
1491,Thuận Bắc District,01-03-2015,-0.692142699
1492,Thuận Bắc District,01-04-2015,-0.656764008
1493,Thuận Bắc District,01-05-2015,-0.598310649
1494,Thuận Bắc District,01-06-2015,-0.632418036
1495,Thuận Bắc District,01-07-2015,-0.413234525
